"seqn","indfmmpi","indfmmpc","inq300","ind310"
139772,NA,NA,NA,NA
139773,3.03,3,2,1
139774,5,3,1,NA
139775,4.19,3,2,4
139776,5,3,1,NA
139777,5,3,1,NA
139778,1.48,2,2,1
139779,3.27,3,2,1
139780,3.65,3,1,NA
139781,3.65,3,1,NA
139782,5,3,1,NA
139783,2.47,3,2,2
139784,1.66,2,2,2
139785,NA,NA,NA,NA
139786,1.77,2,2,2
139787,2.21,3,1,NA
139788,2.14,3,2,1
139789,1.67,2,2,1
139790,NA,3,1,NA
139791,0.91,1,2,1
139792,2.65,3,2,3
139793,2.56,3,1,NA
139794,1.38,2,2,1
139795,1.03,1,1,NA
139796,5,3,1,NA
139797,5,3,1,NA
139798,2.07,3,2,4
139799,1.28,1,2,1
139800,NA,NA,NA,NA
139801,NA,3,2,1
139802,NA,NA,NA,NA
139803,4,3,1,NA
139804,3.39,3,2,1
139805,1.49,2,2,1
139806,5,3,1,NA
139807,NA,NA,NA,NA
139808,1.24,1,2,1
139809,0.87,1,2,1
139810,0.72,1,2,1
139811,2.96,3,2,4
139812,1.04,1,2,1
139813,1.3,1,2,1
139814,2.88,3,2,99
139815,0.92,1,2,1
139816,NA,3,1,NA
139817,NA,NA,NA,NA
139818,5,3,1,NA
139819,NA,3,1,NA
139820,5,3,7,NA
139821,5,3,1,NA
139822,2.16,3,2,1
139823,0.88,1,2,1
139824,0.67,1,2,1
139825,NA,NA,NA,NA
139826,NA,NA,NA,NA
139827,3.28,3,1,NA
139828,NA,NA,NA,NA
139829,1.24,1,1,NA
139830,3.09,3,1,NA
139831,4.72,3,1,NA
139832,1.97,3,2,1
139833,4.42,3,2,2
139834,5,3,1,NA
139835,NA,NA,NA,NA
139836,5,3,1,NA
139837,NA,NA,NA,NA
139838,NA,NA,NA,NA
139839,NA,NA,NA,NA
139840,5,3,1,NA
139841,NA,1,2,1
139842,0.68,1,2,1
139843,NA,NA,NA,NA
139844,2.9,3,1,NA
139845,NA,2,9,NA
139846,NA,2,2,1
139847,3.89,3,1,NA
139848,NA,3,1,NA
139849,2,3,1,NA
139850,5,3,1,NA
139851,NA,3,1,NA
139852,NA,NA,NA,NA
139853,2.96,3,1,NA
139854,1.03,1,2,1
139855,0.67,1,2,1
139856,NA,1,2,1
139857,3.46,3,2,2
139858,3.62,3,2,4
139859,NA,2,1,NA
139860,2.09,3,1,NA
139861,NA,NA,NA,NA
139862,NA,NA,NA,NA
139863,1.52,2,2,1
139864,2.34,3,2,3
139865,1.97,3,9,NA
139866,NA,NA,NA,NA
139867,1.12,1,1,NA
139868,NA,2,2,1
139869,0.84,1,2,1
139870,NA,3,1,NA
139871,0.3,1,2,1
139872,NA,NA,NA,NA
139873,NA,NA,NA,NA
139874,2.81,3,2,1
139875,NA,NA,NA,NA
139876,5,3,1,NA
139877,NA,NA,NA,NA
139878,3.97,3,2,4
139879,NA,NA,NA,NA
139880,3.03,3,2,2
139881,NA,NA,NA,NA
139882,NA,NA,NA,NA
139883,4.38,3,1,NA
139884,1.76,2,2,4
139885,0.93,1,2,1
139886,5,3,1,NA
139887,NA,1,2,1
139888,5,3,1,NA
139889,5,3,1,NA
139890,0.66,1,2,1
139891,NA,9,2,1
139892,0.55,1,2,1
139893,0.87,1,2,1
139894,2.81,3,2,5
139895,1.73,2,2,4
139896,NA,NA,NA,NA
139897,4.42,3,2,4
139898,NA,NA,NA,NA
139899,1.13,1,2,1
139900,NA,3,2,4
139901,0.43,1,2,1
139902,2.41,3,2,2
139903,4.17,3,7,NA
139904,3.65,3,1,NA
139905,1.64,2,2,1
139906,2.59,3,1,NA
139907,2.83,3,2,1
139908,1.12,1,2,1
139909,5,3,1,NA
139910,5,3,1,NA
139911,NA,NA,NA,NA
139912,5,3,1,NA
139913,1.16,1,1,NA
139914,1.51,2,2,1
139915,0.52,1,2,1
139916,1.58,2,2,1
139917,1.63,2,2,1
139918,5,3,1,NA
139919,5,3,1,NA
139920,5,3,1,NA
139921,3.7,3,1,NA
139922,NA,NA,NA,NA
139923,NA,3,1,NA
139924,NA,NA,NA,NA
139925,5,3,1,NA
139926,1.52,2,1,NA
139927,0,1,2,1
139928,2.16,3,2,1
139929,0.31,1,2,1
139930,3.53,3,2,2
139931,0.82,1,2,1
139932,NA,3,2,2
139933,1.38,2,1,NA
139934,NA,NA,NA,NA
139935,3.28,3,1,NA
139936,5,3,1,NA
139937,3.86,3,2,5
139938,1.26,1,2,1
139939,4.59,3,2,2
139940,0.5,1,2,1
139941,3.14,3,2,3
139942,NA,1,9,NA
139943,NA,3,2,4
139944,3.73,3,2,2
139945,0.77,1,2,1
139946,1.84,2,2,1
139947,NA,NA,NA,NA
139948,0.44,1,1,NA
139949,NA,1,1,NA
139950,1.89,3,2,1
139951,3.28,3,1,NA
139952,NA,NA,NA,NA
139953,NA,NA,NA,NA
139954,4.39,3,1,NA
139955,0,1,2,1
139956,1.2,1,2,4
139957,0.59,1,2,1
139958,3.6,3,1,NA
139959,2.65,3,2,3
139960,0.86,1,2,5
139961,0.53,1,2,1
139962,1.6,2,1,NA
139963,1.73,2,2,1
139964,NA,1,2,1
139965,5,3,1,NA
139966,3.65,3,1,NA
139967,1.86,3,2,2
139968,0.55,1,2,1
139969,5,3,2,4
139970,NA,NA,NA,NA
139971,NA,NA,NA,NA
139972,5,3,1,NA
139973,0.89,1,2,1
139974,1.5,2,2,1
139975,0.1,1,2,1
139976,NA,NA,NA,NA
139977,2.69,3,2,1
139978,5,3,1,NA
139979,0.77,1,2,1
139980,0.46,1,2,1
139981,2.3,3,1,NA
139982,NA,3,1,NA
139983,4.66,3,1,NA
139984,1.71,2,1,NA
139985,1.86,3,2,2
139986,3.17,3,1,NA
139987,5,3,2,5
139988,NA,NA,NA,NA
139989,0.55,1,2,1
139990,1.61,2,2,2
139991,1.2,1,2,3
139992,0.92,1,2,1
139993,0.96,1,1,NA
139994,NA,3,1,NA
139995,0.94,1,1,NA
139996,2.64,3,1,NA
139997,3.93,3,2,3
139998,NA,3,2,1
139999,1.04,1,1,NA
140000,1.45,2,2,1
140001,4.32,3,1,NA
140002,5,3,1,NA
140003,NA,3,1,NA
140004,0.82,1,2,77
140005,NA,NA,NA,NA
140006,5,3,1,NA
140007,1.77,2,2,1
140008,1.58,2,2,1
140009,1.04,1,1,NA
140010,2.95,3,1,NA
140011,4.69,3,2,1
140012,2.43,3,1,NA
140013,1.98,3,2,2
140014,5,3,1,NA
140015,1.64,2,2,1
140016,5,3,1,NA
140017,5,3,1,NA
140018,1.57,2,2,1
140019,3.46,3,1,NA
140020,5,3,1,NA
140021,3.54,3,1,NA
140022,2.69,3,1,NA
140023,5,3,2,1
140024,5,3,2,1
140025,0,1,2,1
140026,2.49,3,2,1
140027,2.47,3,2,1
140028,2.7,3,1,NA
140029,1.11,1,2,1
140030,2,3,2,1
140031,0,1,2,1
140032,1.55,2,2,1
140033,3.7,3,1,NA
140034,5,3,1,NA
140035,2.28,3,2,1
140036,1.65,2,2,1
140037,3.46,3,1,NA
140038,1.73,2,2,1
140039,2.8,3,2,1
140040,5,3,1,NA
140041,NA,7,7,NA
140042,5,3,1,NA
140043,NA,1,2,1
140044,NA,NA,NA,NA
140045,4.42,3,2,1
140046,NA,NA,NA,NA
140047,NA,NA,NA,NA
140048,NA,NA,NA,NA
140049,2.01,3,1,NA
140050,2.19,3,1,NA
140051,1.71,2,1,NA
140052,0.48,1,2,1
140053,NA,NA,7,NA
140054,0.52,1,2,1
140055,NA,1,2,1
140056,1.51,2,1,NA
140057,1.23,1,2,3
140058,5,3,1,NA
140059,1.85,2,1,NA
140060,0.92,1,2,1
140061,2.73,3,2,1
140062,2.22,3,1,NA
140063,0.82,1,2,1
140064,NA,3,1,NA
140065,3.18,3,2,1
140066,NA,NA,NA,NA
140067,0.51,1,2,1
140068,5,3,1,NA
140069,NA,1,2,1
140070,4.17,3,1,NA
140071,2.22,3,2,1
140072,1.44,2,2,1
140073,0.72,1,2,1
140074,1.23,1,1,NA
140075,1.3,1,2,4
140076,4.17,3,1,NA
140077,0.21,1,7,NA
140078,5,3,1,NA
140079,NA,NA,NA,NA
140080,1.12,1,2,1
140081,5,3,1,NA
140082,3.86,3,2,2
140083,2.34,3,1,NA
140084,NA,NA,NA,NA
140085,2.65,3,1,NA
140086,0.91,1,2,1
140087,4.72,3,1,NA
140088,4.12,3,2,77
140089,1.6,2,2,1
140090,5,3,1,NA
140091,1.64,2,1,NA
140092,2.13,3,2,5
140093,4.32,3,1,NA
140094,5,3,1,NA
140095,0.74,1,2,1
140096,2.88,3,2,4
140097,4.32,3,1,NA
140098,3.14,3,2,5
140099,2.21,3,2,1
140100,NA,3,7,NA
140101,5,3,1,NA
140102,NA,2,2,3
140103,1.39,2,2,1
140104,3.01,3,2,4
140105,1.31,2,2,1
140106,0.86,1,2,1
140107,1.38,2,2,1
140108,0.57,1,1,NA
140109,3.04,3,2,3
140110,4.78,3,1,NA
140111,2.65,3,1,NA
140112,1.4,2,2,3
140113,NA,NA,NA,NA
140114,3.6,3,1,NA
140115,5,3,2,3
140116,1.94,3,1,NA
140117,1.91,3,2,4
140118,NA,3,1,NA
140119,2.59,3,1,NA
140120,0.57,1,2,1
140121,1.64,2,1,NA
140122,4.19,3,1,NA
140123,2.59,3,2,1
140124,NA,1,2,1
140125,0,1,2,1
140126,0.92,1,2,1
140127,NA,2,1,NA
140128,2.41,3,1,NA
140129,1.35,2,1,NA
140130,5,3,1,NA
140131,1.52,2,2,2
140132,1.04,1,2,1
140133,NA,NA,NA,NA
140134,3.36,3,1,NA
140135,3.29,3,1,NA
140136,NA,NA,NA,NA
140137,0,1,2,5
140138,1.55,2,2,5
140139,2.14,3,7,NA
140140,2.8,3,2,2
140141,NA,NA,NA,NA
140142,4.12,3,1,NA
140143,NA,7,7,NA
140144,5,3,2,1
140145,1.14,1,2,1
140146,0.83,1,2,1
140147,1.09,1,2,1
140148,5,3,1,NA
140149,5,3,2,1
140150,0.58,1,2,2
140151,5,3,1,NA
140152,NA,7,2,77
140153,5,3,1,NA
140154,NA,3,1,NA
140155,NA,NA,NA,NA
140156,1.64,2,2,2
140157,0.57,1,1,NA
140158,1.94,3,2,1
140159,2.13,3,7,NA
140160,4.83,3,1,NA
140161,2.85,3,2,1
140162,0.62,1,2,1
140163,5,3,1,NA
140164,1.18,1,2,1
140165,1.52,2,2,2
140166,NA,3,1,NA
140167,NA,NA,NA,NA
140168,4.8,3,1,NA
140169,NA,NA,NA,NA
140170,NA,NA,NA,NA
140171,1.59,2,2,1
140172,5,3,1,NA
140173,1.01,1,2,1
140174,0.83,1,2,1
140175,1.4,2,2,1
140176,NA,3,2,1
140177,0.55,1,2,1
140178,0.79,1,2,1
140179,1.46,2,1,NA
140180,0.68,1,2,1
140181,1.77,2,2,1
140182,5,3,1,NA
140183,1.95,3,1,NA
140184,5,3,1,NA
140185,NA,3,1,NA
140186,2.59,3,2,3
140187,5,3,1,NA
140188,3.04,3,2,2
140189,NA,1,1,NA
140190,0.97,1,1,NA
140191,NA,3,1,NA
140192,1.11,1,2,1
140193,2.9,3,1,NA
140194,2.29,3,1,NA
140195,NA,3,7,NA
140196,4.76,3,1,NA
140197,5,3,1,NA
140198,1.26,1,2,1
140199,5,3,1,NA
140200,1.24,1,2,1
140201,NA,9,7,NA
140202,5,3,1,NA
140203,0.74,1,2,1
140204,2.51,3,2,1
140205,NA,NA,NA,NA
140206,0.4,1,2,1
140207,5,3,1,NA
140208,0.61,1,2,1
140209,0.6,1,2,1
140210,NA,2,2,1
140211,1.31,2,2,3
140212,5,3,1,NA
140213,5,3,1,NA
140214,1.4,2,2,1
140215,1.28,1,1,NA
140216,NA,9,1,NA
140217,NA,NA,NA,NA
140218,1.3,1,2,1
140219,3.86,3,1,NA
140220,4.59,3,2,1
140221,5,3,1,NA
140222,1.99,3,2,2
140223,1.11,1,2,1
140224,2.29,3,1,NA
140225,0.77,1,2,1
140226,3.54,3,2,1
140227,0.18,1,2,1
140228,NA,3,1,NA
140229,NA,3,1,NA
140230,0.93,1,2,1
140231,NA,NA,NA,NA
140232,NA,3,2,99
140233,2.61,3,1,NA
140234,5,3,1,NA
140235,1.18,1,2,1
140236,NA,3,9,NA
140237,1.45,2,2,4
140238,1.58,2,2,1
140239,2.12,3,2,4
140240,0.82,1,2,1
140241,NA,NA,NA,NA
140242,NA,NA,NA,NA
140243,1.48,2,2,1
140244,NA,NA,NA,NA
140245,NA,3,1,NA
140246,5,3,1,NA
140247,NA,NA,NA,NA
140248,3.62,3,2,3
140249,2.56,3,1,NA
140250,2.65,3,2,3
140251,0.54,1,2,4
140252,2.9,3,1,NA
140253,NA,NA,NA,NA
140254,2.62,3,9,NA
140255,NA,NA,NA,NA
140256,5,3,1,NA
140257,0.94,1,2,1
140258,4.1,3,1,NA
140259,0.94,1,1,NA
140260,0.18,1,2,1
140261,0.48,1,2,1
140262,0.09,1,2,1
140263,1.36,2,2,1
140264,0.85,1,2,1
140265,5,3,1,NA
140266,NA,1,2,1
140267,1.28,1,1,NA
140268,1.93,3,2,1
140269,3.28,3,1,NA
140270,NA,NA,NA,NA
140271,3.28,3,1,NA
140272,0.92,1,2,1
140273,NA,1,2,1
140274,1.49,2,2,1
140275,3.58,3,2,3
140276,3.29,3,1,NA
140277,NA,NA,NA,NA
140278,1.3,1,2,1
140279,0.52,1,2,1
140280,1.01,1,2,1
140281,2.62,3,2,3
140282,NA,1,1,NA
140283,1.02,1,2,1
140284,1.3,1,2,3
140285,5,3,1,NA
140286,5,3,1,NA
140287,1.56,2,2,1
140288,1.81,2,2,3
140289,NA,3,1,NA
140290,NA,NA,NA,NA
140291,2,3,2,1
140292,3.46,3,2,1
140293,3.04,3,2,3
140294,2.62,3,1,NA
140295,1.33,2,2,1
140296,2.51,3,2,1
140297,0,1,2,1
140298,2.71,3,2,3
140299,4.21,3,2,4
140300,NA,3,2,1
140301,2.21,3,2,1
140302,1.2,1,2,1
140303,2.65,3,1,NA
140304,4.13,3,2,3
140305,5,3,1,NA
140306,1.93,3,2,2
140307,4.17,3,1,NA
140308,0.33,1,2,1
140309,0.41,1,2,1
140310,1.45,2,2,2
140311,1.77,2,2,1
140312,5,3,1,NA
140313,NA,NA,NA,NA
140314,3.93,3,1,NA
140315,5,3,1,NA
140316,2.81,3,1,NA
140317,NA,NA,NA,NA
140318,NA,NA,NA,NA
140319,NA,NA,NA,NA
140320,5,3,1,NA
140321,2.19,3,1,NA
140322,3.18,3,2,1
140323,1.82,2,2,1
140324,NA,NA,NA,NA
140325,1.77,2,1,NA
140326,NA,NA,NA,NA
140327,NA,7,1,NA
140328,3.41,3,2,1
140329,NA,2,2,99
140330,NA,3,1,NA
140331,1.2,1,2,1
140332,2.87,3,1,NA
140333,5,3,1,NA
140334,NA,NA,NA,NA
140335,5,3,1,NA
140336,5,3,1,NA
140337,1.56,2,2,1
140338,0.7,1,2,1
140339,2.76,3,1,NA
140340,5,3,1,NA
140341,NA,NA,NA,NA
140342,NA,NA,NA,NA
140343,3.93,3,2,5
140344,NA,NA,NA,NA
140345,0.54,1,2,1
140346,NA,1,2,77
140347,1.4,2,2,1
140348,5,3,1,NA
140349,NA,NA,NA,NA
140350,5,3,1,NA
140351,0.43,1,2,1
140352,4.44,3,1,NA
140353,1.52,2,1,NA
140354,2.23,3,1,NA
140355,4.59,3,1,NA
140356,NA,NA,NA,NA
140357,2.95,3,2,3
140358,NA,3,1,NA
140359,0,1,2,2
140360,1.03,1,2,1
140361,1.68,2,1,NA
140362,0.68,1,2,1
140363,1.85,2,2,4
140364,5,3,1,NA
140365,1.1,1,2,1
140366,0.23,1,2,1
140367,NA,NA,NA,NA
140368,4.03,3,1,NA
140369,3.93,3,1,NA
140370,0.86,1,2,1
140371,5,3,1,NA
140372,NA,NA,NA,NA
140373,1.43,2,2,3
140374,NA,NA,NA,NA
140375,5,3,1,NA
140376,1.11,1,2,1
140377,NA,NA,NA,NA
140378,4.76,3,1,NA
140379,0.89,1,2,1
140380,0.97,1,2,1
140381,1.76,2,2,1
140382,0.4,1,2,1
140383,5,3,1,NA
140384,2.52,3,2,1
140385,2.3,3,1,NA
140386,1.85,2,2,4
140387,3.38,3,1,NA
140388,2.2,3,2,1
140389,0.78,1,2,1
140390,5,3,1,NA
140391,NA,NA,NA,NA
140392,5,3,1,NA
140393,0.62,1,2,1
140394,NA,2,2,1
140395,NA,NA,NA,NA
140396,NA,NA,NA,NA
140397,NA,NA,NA,NA
140398,NA,NA,NA,NA
140399,3.28,3,1,NA
140400,0.95,1,2,1
140401,NA,3,1,NA
140402,NA,3,1,NA
140403,4.32,3,1,NA
140404,0.93,1,2,1
140405,NA,NA,NA,NA
140406,0.71,1,2,1
140407,4.34,3,2,4
140408,1.08,1,2,1
140409,5,3,1,NA
140410,2.23,3,1,NA
140411,5,3,1,NA
140412,4.87,3,1,NA
140413,1.02,1,2,1
140414,0.79,1,2,1
140415,5,3,1,NA
140416,NA,1,2,2
140417,5,3,1,NA
140418,NA,NA,NA,NA
140419,NA,NA,NA,NA
140420,1.64,2,7,NA
140421,NA,3,1,NA
140422,2.8,3,2,1
140423,2.21,3,2,1
140424,3.74,3,1,NA
140425,NA,NA,NA,NA
140426,0.35,1,2,1
140427,0.61,1,2,1
140428,5,3,1,NA
140429,5,3,1,NA
140430,4.42,3,1,NA
140431,2.81,3,2,3
140432,1.04,1,2,1
140433,1.07,1,1,NA
140434,1.49,2,2,2
140435,4.17,3,2,2
140436,1.94,3,2,2
140437,1.22,1,1,NA
140438,NA,1,7,NA
140439,NA,NA,NA,NA
140440,1.06,1,2,1
140441,2.53,3,2,2
140442,NA,NA,NA,NA
140443,1.19,1,2,1
140444,2.59,3,2,2
140445,3.13,3,2,1
140446,1.38,2,2,1
140447,1.83,2,2,1
140448,NA,3,2,77
140449,1.51,2,2,1
140450,NA,NA,NA,NA
140451,1.25,1,2,1
140452,4.84,3,2,1
140453,0.33,1,2,1
140454,2.81,3,1,NA
140455,0,1,2,1
140456,NA,NA,NA,NA
140457,1.71,2,2,1
140458,NA,1,2,1
140459,0.9,1,2,1
140460,NA,3,2,1
140461,2.42,3,2,1
140462,1.93,3,2,1
140463,1.45,2,2,1
140464,NA,NA,NA,NA
140465,0.77,1,2,1
140466,0.88,1,2,4
140467,3.05,3,1,NA
140468,2.9,3,1,NA
140469,1.69,2,1,NA
140470,2.2,3,2,1
140471,4,3,1,NA
140472,5,3,1,NA
140473,3.93,3,1,NA
140474,3.6,3,2,4
140475,2.76,3,1,NA
140476,NA,7,1,NA
140477,1.46,2,2,1
140478,1.04,1,2,1
140479,0.72,1,2,1
140480,5,3,2,3
140481,0.92,1,2,1
140482,5,3,1,NA
140483,3,3,2,3
140484,0.73,1,2,4
140485,3.18,3,1,NA
140486,5,3,1,NA
140487,NA,NA,NA,NA
140488,2.96,3,1,NA
140489,0.58,1,2,1
140490,2.95,3,1,NA
140491,NA,NA,NA,NA
140492,NA,2,1,NA
140493,3.65,3,2,5
140494,5,3,1,NA
140495,2,3,1,NA
140496,NA,NA,NA,NA
140497,1.15,1,2,2
140498,3.13,3,2,1
140499,NA,2,2,1
140500,2.05,3,1,NA
140501,0.52,1,2,1
140502,2.03,3,1,NA
140503,NA,1,2,3
140504,0.77,1,2,1
140505,5,3,1,NA
140506,NA,1,9,NA
140507,4.42,3,2,1
140508,NA,3,1,NA
140509,0.86,1,2,1
140510,2.62,3,2,1
140511,NA,NA,NA,NA
140512,1.94,3,1,NA
140513,1.04,1,2,1
140514,0.98,1,2,1
140515,1.08,1,2,1
140516,2.53,3,1,NA
140517,5,3,1,NA
140518,0.76,1,2,1
140519,NA,NA,NA,NA
140520,5,3,2,4
140521,2.56,3,2,1
140522,5,3,1,NA
140523,2.8,3,2,2
140524,5,3,1,NA
140525,2.88,3,1,NA
140526,1.97,3,1,NA
140527,NA,NA,NA,NA
140528,NA,NA,NA,NA
140529,3.24,3,1,NA
140530,NA,NA,NA,NA
140531,NA,3,1,NA
140532,NA,NA,NA,NA
140533,5,3,1,NA
140534,NA,NA,NA,NA
140535,2.24,3,2,1
140536,0,1,2,1
140537,2.61,3,2,1
140538,1.64,2,2,1
140539,2.34,3,1,NA
140540,3.52,3,2,4
140541,5,3,1,NA
140542,0.64,1,9,NA
140543,4.87,3,1,NA
140544,NA,NA,NA,NA
140545,NA,3,1,NA
140546,NA,NA,NA,NA
140547,1.2,1,2,1
140548,5,3,1,NA
140549,5,3,1,NA
140550,4.94,3,1,NA
140551,1.51,2,2,1
140552,NA,1,2,1
140553,2.65,3,2,3
140554,2.65,3,1,NA
140555,2.95,3,1,NA
140556,NA,3,1,NA
140557,4.44,3,1,NA
140558,1.77,2,2,1
140559,1.39,2,2,1
140560,NA,1,9,NA
140561,2.62,3,1,NA
140562,5,3,1,NA
140563,0.81,1,2,1
140564,2.56,3,2,1
140565,NA,NA,NA,NA
140566,4.83,3,1,NA
140567,NA,1,9,NA
140568,5,3,1,NA
140569,NA,NA,NA,NA
140570,NA,1,2,1
140571,1.48,2,2,2
140572,NA,3,9,NA
140573,NA,3,1,NA
140574,1.51,2,2,1
140575,1.28,1,1,NA
140576,1.23,1,2,77
140577,5,3,1,NA
140578,2.8,3,1,NA
140579,4.8,3,1,NA
140580,NA,NA,NA,NA
140581,3.31,3,1,NA
140582,2.73,3,1,NA
140583,5,3,1,NA
140584,5,3,1,NA
140585,3.03,3,1,NA
140586,5,3,1,NA
140587,2.33,3,2,1
140588,4.93,3,1,NA
140589,1.08,1,2,1
140590,1.72,2,2,1
140591,1.66,2,7,NA
140592,NA,2,9,NA
140593,1.33,2,2,1
140594,2.86,3,1,NA
140595,5,3,1,NA
140596,0,1,1,NA
140597,2.59,3,2,1
140598,NA,1,2,1
140599,NA,NA,NA,NA
140600,NA,NA,NA,NA
140601,NA,NA,NA,NA
140602,1.04,1,2,1
140603,NA,NA,NA,NA
140604,0.75,1,2,1
140605,1.56,2,2,3
140606,NA,NA,NA,NA
140607,5,3,1,NA
140608,3.55,3,1,NA
140609,1.64,2,2,1
140610,2.08,3,2,3
140611,NA,NA,NA,NA
140612,1.07,1,2,1
140613,NA,NA,NA,NA
140614,NA,NA,NA,NA
140615,4.42,3,1,NA
140616,0.45,1,2,1
140617,NA,NA,NA,NA
140618,4.12,3,2,1
140619,0.93,1,2,1
140620,5,3,1,NA
140621,2.43,3,1,NA
140622,1.04,1,2,1
140623,2.08,3,2,3
140624,1.04,1,2,1
140625,0.35,1,2,4
140626,1.06,1,2,1
140627,1.4,2,2,3
140628,5,3,1,NA
140629,5,3,1,NA
140630,3.09,3,2,1
140631,5,3,1,NA
140632,0.85,1,2,1
140633,NA,NA,NA,NA
140634,1.3,1,2,1
140635,NA,NA,NA,NA
140636,0,1,2,1
140637,3.04,3,2,4
140638,5,3,1,NA
140639,0,1,1,NA
140640,NA,NA,NA,NA
140641,2.08,3,2,4
140642,1.07,1,2,3
140643,NA,NA,NA,NA
140644,NA,3,1,NA
140645,NA,NA,NA,NA
140646,2.23,3,1,NA
140647,0.78,1,2,1
140648,NA,3,2,1
140649,0.98,1,2,1
140650,1.31,2,2,2
140651,2.54,3,1,NA
140652,2.7,3,2,3
140653,4.53,3,1,NA
140654,0.41,1,2,1
140655,NA,NA,NA,NA
140656,NA,NA,NA,NA
140657,NA,NA,NA,NA
140658,1.77,2,1,NA
140659,2.76,3,1,NA
140660,3.93,3,1,NA
140661,2.62,3,1,NA
140662,NA,NA,NA,NA
140663,3.6,3,1,NA
140664,NA,1,2,77
140665,NA,1,2,1
140666,3.1,3,1,NA
140667,1.64,2,2,2
140668,3.24,3,1,NA
140669,NA,NA,NA,NA
140670,1.46,2,2,1
140671,NA,NA,NA,NA
140672,5,3,1,NA
140673,3.93,3,1,NA
140674,2.43,3,1,NA
140675,NA,NA,NA,NA
140676,NA,3,2,2
140677,1.35,2,1,NA
140678,1.19,1,2,1
140679,NA,NA,NA,NA
140680,NA,3,1,NA
140681,NA,NA,NA,NA
140682,3.24,3,2,2
140683,1.32,2,2,1
140684,0.57,1,2,1
140685,NA,NA,NA,NA
140686,5,3,1,NA
140687,NA,NA,NA,NA
140688,1.04,1,2,1
140689,5,3,1,NA
140690,4,3,1,NA
140691,2.38,3,2,3
140692,1.2,1,2,4
140693,1.44,2,9,NA
140694,3.04,3,1,NA
140695,NA,NA,NA,NA
140696,0.58,1,2,1
140697,3.38,3,1,NA
140698,0.71,1,2,3
140699,4.08,3,1,NA
140700,NA,NA,NA,NA
140701,NA,NA,NA,NA
140702,NA,NA,NA,NA
140703,0.05,1,2,1
140704,NA,NA,NA,NA
140705,0.34,1,2,1
140706,NA,3,1,NA
140707,0.86,1,2,1
140708,4.42,3,2,5
140709,5,3,1,NA
140710,5,3,1,NA
140711,2.14,3,1,NA
140712,NA,NA,NA,NA
140713,5,3,1,NA
140714,NA,9,1,NA
140715,3.37,3,1,NA
140716,1.51,2,2,1
140717,1.85,2,2,77
140718,4.69,3,1,NA
140719,0.72,1,2,1
140720,0.46,1,2,1
140721,3.7,3,1,NA
140722,NA,NA,NA,NA
140723,2.16,3,1,NA
140724,NA,1,2,99
140725,5,3,1,NA
140726,1.05,1,1,NA
140727,NA,NA,NA,NA
140728,4.06,3,1,NA
140729,5,3,1,NA
140730,4.36,3,1,NA
140731,0,1,1,NA
140732,0.52,1,2,1
140733,1.43,2,2,1
140734,5,3,1,NA
140735,5,3,1,NA
140736,0.88,1,2,1
140737,NA,3,7,NA
140738,1.1,1,2,1
140739,NA,NA,NA,NA
140740,0.66,1,2,1
140741,NA,NA,NA,NA
140742,2.73,3,1,NA
140743,NA,3,2,77
140744,0.6,1,2,1
140745,NA,3,2,4
140746,NA,1,2,3
140747,0.46,1,2,1
140748,NA,9,1,NA
140749,3.65,3,1,NA
140750,0.3,1,2,1
140751,1.49,2,2,1
140752,1.4,2,2,2
140753,1.49,2,2,3
140754,3.77,3,1,NA
140755,NA,NA,NA,NA
140756,1.94,3,1,NA
140757,1.16,1,2,1
140758,1.51,2,2,1
140759,NA,3,2,1
140760,3.04,3,1,NA
140761,0.89,1,1,NA
140762,5,3,1,NA
140763,3.71,3,1,NA
140764,0.43,1,2,1
140765,NA,NA,NA,NA
140766,5,3,2,3
140767,NA,NA,NA,NA
140768,NA,1,2,1
140769,NA,NA,NA,NA
140770,NA,3,7,NA
140771,4.42,3,1,NA
140772,2.59,3,2,1
140773,5,3,2,4
140774,1.81,2,2,2
140775,3.62,3,1,NA
140776,3.28,3,1,NA
140777,2.74,3,1,NA
140778,NA,1,2,1
140779,NA,NA,NA,NA
140780,3.03,3,1,NA
140781,2.73,3,2,1
140782,2.8,3,2,4
140783,NA,3,1,NA
140784,3,3,2,3
140785,2.14,3,1,NA
140786,5,3,2,1
140787,NA,9,2,1
140788,0.92,1,2,1
140789,5,3,1,NA
140790,1.52,2,1,NA
140791,5,3,1,NA
140792,1.95,3,1,NA
140793,1.04,1,2,1
140794,NA,NA,NA,NA
140795,2.36,3,1,NA
140796,1.3,1,2,1
140797,2.74,3,2,4
140798,0.72,1,2,1
140799,0.58,1,2,1
140800,2.05,3,1,NA
140801,2.74,3,1,NA
140802,NA,1,2,1
140803,5,3,1,NA
140804,4.12,3,2,3
140805,NA,2,9,NA
140806,3.93,3,2,3
140807,4.94,3,1,NA
140808,5,3,1,NA
140809,NA,NA,NA,NA
140810,NA,2,7,NA
140811,0.39,1,2,3
140812,2.08,3,1,NA
140813,1.12,1,2,1
140814,1.11,1,2,3
140815,NA,3,2,1
140816,2.86,3,1,NA
140817,5,3,1,NA
140818,5,3,1,NA
140819,1.56,2,2,4
140820,4.24,3,1,NA
140821,1.11,1,1,NA
140822,NA,NA,NA,NA
140823,3.65,3,2,2
140824,4.77,3,1,NA
